SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
176,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,23-07-2024 13:00,3.5
177,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,24-07-2024 04:00,1
178,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,24-07-2024 07:00,7.5
179,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,27-07-2024 15:00,6
180,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,27-07-2024 19:00,1
181,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,31-07-2024 20:00,1.5
182,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,31-07-2024 21:00,1
183,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,27-12-2024 09:00,3.5
184,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,27-12-2024 11:00,1.5
185,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,27-12-2024 13:00,3
186,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,27-12-2024 15:00,3.5
187,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,27-12-2024 17:00,1.5
188,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,27-12-2024 18:00,2
189,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,27-12-2024 20:00,1.5
190,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,14-02-2025 08:00,0.5
191,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,14-02-2025 11:00,0.5
192,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,14-02-2025 12:00,0.5
193,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,15-02-2025 09:00,0.5
194,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,01-03-2025 12:00,0.5
195,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,16-03-2025 08:00,0.5
196,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,02-05-2025 08:00,0.5
197,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,02-05-2025 19:00,0.5
198,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,25-05-2025 04:00,2
199,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,25-05-2025 05:00,0.5
200,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,17-06-2025 15:00,20.5
201,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,17-06-2025 16:00,4
202,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,17-06-2025 19:00,12
203,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,19-06-2025 10:00,0.5
204,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,04-07-2025 15:00,0.5
205,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,16-07-2025 16:00,0.5
206,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,20-07-2025 00:00,0.5
207,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,20-07-2025 06:00,0.5
208,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,27-07-2025 06:00,0.5
209,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,27-07-2025 09:00,0.5
210,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,28-07-2025 06:00,0.5
211,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,29-07-2025 20:00,0.5
212,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,29-07-2025 23:00,0.5
213,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,30-07-2025 04:00,0.5
214,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,30-07-2025 09:00,0.5
215,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,30-07-2025 12:00,0.5
216,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,30-07-2025 14:00,0.5
217,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,30-07-2025 17:00,0.5
218,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,30-07-2025 19:00,0.5
219,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,30-07-2025 21:00,0.5
220,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,30-07-2025 23:00,0.5
221,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,31-07-2025 08:00,0.5
222,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,31-07-2025 10:00,0.5
223,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,31-07-2025 17:00,0.5
224,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,01-08-2025 00:00,0.5
225,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,01-08-2025 07:00,0.5
226,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,01-08-2025 08:00,0.5
227,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,01-08-2025 12:00,0.5
228,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,01-08-2025 15:00,0.5
229,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,01-08-2025 18:00,0.5
230,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,02-08-2025 01:00,0.5
231,Basaidarapur Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.12714200,28.65905000,02-08-2025 03:00,0.5
